State,Time,Altitude,HDOP,Latitude,Longitude,Speed,RSSI,SNR
Floating,15:21:25.00,8920,0,32.2628,35.7863,66km/h,-110,7.000000
Floating,15:21:55.00,8990,0,32.2635,35.7920,66km/h,-107,7.000000
Floating,15:22:25.00,9047,0,32.2642,35.7977,64km/h,-109,7.000000
Floating,15:22:55.00,9117,0,32.2648,35.8035,63km/h,-110,7.000000
Floating,15:23:25.00,9175,0,32.2654,35.8092,64km/h,-109,7.000000
Floating,15:23:55.00,9234,0,32.2660,35.8148,64km/h,-110,7.000000
Floating,15:24:25.00,9284,0,32.2666,35.8204,63km/h,-109,7.000000
Floating,15:24:55.00,9343,0,32.2671,35.8259,66km/h,-108,7.000000
Floating,15:25:25.00,9386,0,32.2676,35.8314,65km/h,-107,11.000000
Floating,15:25:55.00,9437,0,32.2680,35.8367,57km/h,-107,8.000000
Floating,15:26:25.00,9493,0,32.2684,35.8420,58km/h,-107,7.000000
Floating,15:26:55.00,,,,,,-106,7.000000
,,,,,,,,11.000000
Floating,,,,,,,,7.000000
Floating,15:28:25.00,9703,0,32.2698,35.8627,61km/h,-108,11.000000
Floating,15:28:55.00,9762,1,32.2703,35.8681,59km/h,-107,11.000000
Floating,15:29:25.00,9807,,32.2708,35.8734,59km/h,-109,11.000000
Floating,15:29:55.00,9862,0,32.2714,35.8786,57km/h,-108,7.000000
Floating,15:30:25.00,9924,0,32.2723,35.8837,57km/h,-107,12.000000
Floating,15:30:55.00,9984,0,32.2729,35.8890,58km/h,-107,7.000000
Floating,15:31:25.00,10044,0,32.2737,35.8942,59km/h,-108,7.000000
Floating,15:31:55.00,10108,0,32.2743,35.8993,59km/h,-110,7.000000
Floating,15:32:25.00,10163,0,32.2751,35.9044,60km/h,-108,7.000000
Floating,15:32:55.00,10232,0,32.2755,35.9095,58km/h,-110,11.000000
Floating,15:33:25.00,10290,1,32.2762,35.9145,60km/h,-109,7.000000
Floating,15:33:55.00,10344,0,32.2769,35.9199,60km/h,-110,7.000000
Floating,15:34:25.00,10410,0,32.2777,35.9249,58km/h,-108,7.000000
Floating,15:34:55.00,10468,0,32.2784,35.9300,57km/h,-108,7.000000
Floating,15:35:25.00,10516,0,32.2793,35.9349,53km/h,-110,7.000000
Floating,15:35:55.00,10568,0,32.2801,35.9397,53km/h,-108,8.000000
Floating,15:36:25.00,10631,0,32.2810,35.9444,55km/h,-109,7.000000
Floating,15:36:55.00,10675,0,32.2820,35.9488,53km/h,-108,7.000000
Floating,15:37:25.00,10717,0,32.2830,35.9532,54km/h,-108,7.000000
Floating,15:37:55.00,10748,0,32.2842,35.9579,54km/h,-108,11.000000
Floating,15:38:25.00,10765,0,32.2852,35.9624,55km/h,-110,7.000000
Floating,15:38:55.00,10809,0,32.2863,35.9672,50km/h,-110,11.000000
Floating,15:39:25.00,10861,0,32.2873,35.9719,56km/h,-108,11.000000
Floating,15:39:55.00,10918,1,32.2876,35.9765,56km/h,-107,7.000000
Floating,15:40:25.00,10970,1,32.2884,35.9812,55km/h,-107,7.000000
Floating,15:40:55.00,11035,0,32.2892,35.9857,51km/h,-110,11.000000
Floating,15:41:25.00,11102,0,32.2901,35.9903,53km/h,-109,7.000000
Floating,15:41:55.00,11144,0,32.2907,35.9947,48km/h,-109,7.000000
Floating,15:42:25.00,11178,0,32.2913,35.9991,53km/h,-109,11.000000
Floating,15:42:55.00,11229,0,32.2919,36.0038,51km/h,-105,7.000000
Floating,15:43:25.00,11287,0,32.2926,36.0084,53km/h,-108,7.000000
Floating,15:43:56.00,11339,1,32.2932,36.0135,57km/h,-107,7.000000
Floating,15:44:26.00,11393,1,32.2938,36.0173,47km/h,-108,8.000000
Floating,15:44:56.00,11458,0,32.2946,36.0215,43km/h,-110,7.000000
Floating,15:45:25.00,11502,1,32.2952,36.0259,51km/h,-108,7.000000
Floating,15:45:56.00,11550,1,32.2965,36.0297,45km/h,-108,7.000000
Floating,15:46:26.00,11599,1,32.2971,36.0346,53km/h,-105,7.000000
Floating,15:46:56.00,11651,0,32.2979,36.0388,54km/h,-108,12.000000
Floating,15:47:26.00,11702,0,32.2990,36.0435,55km/h,-109,11.000000
Floating,15:47:56.00,11741,0,32.3004,36.0484,58km/h,-108,7.000000
Floating,15:48:26.00,11779,1,32.3020,36.0536,64km/h,-108,7.000000
Floating,15:48:56.00,11821,2,32.3035,36.0586,66km/h,-110,7.000000
Floating,15:49:26.00,11856,1,32.3046,36.0650,69km/h,-106,7.000000
Floating,15:49:56.00,11911,0,32.3060,36.0705,66km/h,-106,7.000000
Floating,15:50:26.00,11978,0,32.3074,36.0758,60km/h,-108,7.000000
Floating,15:50:56.00,12034,0,32.3086,36.0808,56km/h,-107,7.000000
Floating,15:51:26.00,12094,1,32.3099,36.0859,62km/h,-108,11.000000
Floating,15:51:56.00,12148,1,32.3114,36.0908,57km/h,-108,11.000000
Floating,15:52:26.00,12212,0,32.3129,36.0949,54km/h,-107,7.000000
Floating,15:52:56.00,12290,2,32.3150,36.1001,65km/h,-107,13.000000
Floating,15:53:26.00,12359,0,32.3171,36.1059,75km/h,-110,11.000000
Floating,15:53:56.00,12429,1,32.3194,36.1125,79km/h,-110,7.000000
Floating,15:54:26.00,12498,1,32.3210,36.1192,72km/h,-107,7.000000
Floating,15:54:56.00,12556,3,32.3225,36.1251,68km/h,-110,11.000000
Floating,15:55:26.00,12606,1,32.3235,36.1312,73km/h,-108,7.000000
Floating,15:55:56.00,12655,1,32.3245,36.1375,74km/h,-109,7.000000
Floating,15:56:26.00,12711,1,32.3259,36.1443,79km/h,-111,7.000000
Floating,15:56:56.00,12775,0,32.3268,36.1510,74km/h,-107,13.000000
Floating,15:57:26.00,12834,0,32.3275,36.1580,83km/h,-110,7.000000
Floating,15:57:56.00,12894,2,32.3294,36.1650,86km/h,-109,11.000000
Floating,15:58:26.00,12960,0,32.3319,36.1718,83km/h,-111,11.000000
Floating,15:58:56.00,13022,0,32.3348,36.1789,92km/h,-110,7.000000
Floating,15:59:26.00,13089,0,32.3384,36.1862,101km/h,-111,7.000000
Floating,15:59:56.00,13161,1,32.3418,36.1941,100km/h,-111,7.000000
Floating,16:00:26.00,13228,2,32.3455,36.2026,114km/h,-107,7.000000
Floating,16:00:56.00,13259,1,32.3474,36.2073,110km/h,-109,7.000000
Floating,16:01:26.00,13259,1,32.3474,36.2073,110km/h,-107,12.000000
Floating,16:01:56.00,13259,1,32.3474,36.2073,110km/h,-110,7.000000
Floating,16:02:26.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:02:56.00,13259,1,32.3474,36.2073,110km/h,-108,7.000000
Floating,16:03:26.00,13259,1,32.3474,36.2073,110km/h,-109,7.000000
Floating,16:03:56.00,13259,1,32.3474,36.2073,110km/h,-110,11.000000
Floating,16:04:26.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:04:56.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:05:26.00,13259,1,32.3474,36.2073,110km/h,-111,8.000000
Floating,16:05:56.00,13259,1,32.3474,36.2073,110km/h,-110,11.000000
Floating,16:06:26.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:06:56.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:07:26.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:07:56.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:08:26.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:08:56.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:09:26.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:09:56.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:10:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:10:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:11:27.00,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:11:57.00,13259,1,32.3474,36.2073,110km/h,-110,8.000000
Floating,16:12:27.00,13259,1,32.3474,36.2073,110km/h,-112,8.000000
Floating,16:12:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:13:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:13:57.00,13259,1,32.3474,36.2073,110km/h,-112,10.000000
Floating,16:14:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:14:57.00,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:15:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:15:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:16:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:16:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:17:27.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:17:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:18:27.00,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,16:18:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:19:27.00,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,16:19:57.00,13259,1,32.3474,36.2073,110km/h,-111,8.000000
Floating,16:20:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:20:57.00,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:21:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:21:57.00,13259,1,32.3474,36.2073,110km/h,-111,12.000000
Floating,16:22:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:22:57.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:23:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:23:57.00,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:24:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:24:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:25:27.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:25:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:26:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:26:57.00,13259,1,32.3474,36.2073,110km/h,-110,7.000000
Floating,,,1,32-3474,,130km/h,-114,12.000000
Floating,16:27:57.00,13259,1,32.3474,36.2073,110km/h,-111,12.000000
Floating,16:28:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:28:57.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:29:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:29:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:30:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:30:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:31:27.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:31:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:32:27.00,13259,1,32.3474,36.2073,110km/h,-113,12.000000
Floating,16:32:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:33:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:33:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:34:27.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:34:57.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:35:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:35:57.00,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:36:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:36:57.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:37:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:37:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:38:27.00,13259,1,32.3474,36.2073,110km/h,-112,8.000000
Floating,16:38:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:39:27.00,13259,1,32.3474,36.2073,110km/h,-111,11.000000
Floating,16:39:57.00,13259,1,32.3474,36.2073,110km/h,-115,14.000000
Floating,16:40:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:40:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:41:27.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:41:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:42:27.00,13259,1,32.3474,36.2073,110km/h,-113,12.000000
Floating,16:42:57.00,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:43:27.00,13259,1,32.3474,36.2073,110km/h,-111,7.000000
Floating,16:43:57.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:44:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:44:57.00,13259,1,32.3474,36.2073,110km/h,-112,12.000000
Floating,16:45:27.00,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:45:57.00,13259,1,32.3474,36.2073,110km/h,-116,8.000000
Floating,16:46:27.22,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,16:46:57.78,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,16:47:27.12,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,16:47:57.44,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,16:48:27.44,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,16:48:57.43,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,,13259,,,,,,7.000000
Floating,16:49:57.41,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,16:50:27.38,13259,1,32.3474,36.2073,110km/h,-115,12.000000
Floating,16:50:57.37,13259,1,32.3474,36.2073,110km/h,-121,7.000000
Floating,16:51:27.35,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,16:51:57.37,13259,1,32.3474,36.2073,110km/h,-116,11.000000
Floating,16:52:27.36,13259,1,32.3474,36.2073,110km/h,-119,11.000000
Floating,16:52:57.38,13259,1,32.3474,36.2073,110km/h,-119,11.000000
Floating,16:53:27.61,13259,1,32.3474,36.2073,110km/h,-117,7.000000
Floating,16:53:57.62,13259,1,32.3474,36.2073,110km/h,-121,7.000000
Floating,16:54:27.64,13259,1,32.3474,36.2073,110km/h,-117,11.000000
Floating,16:54:57.65,13259,1,32.3474,36.2073,110km/h,-120,8.000000
Floating,16:55:27.66,13259,1,32.3474,36.2073,110km/h,-119,11.000000
Floating,16:55:57.68,13259,1,32.3474,36.2073,110km/h,-122,7.000000
Floating,16:56:27.69,13259,1,32.3474,36.2073,110km/h,-119,11.000000
Floating,16:56:57.70,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,16:57:27.72,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,16:57:57.73,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,16:58:27.75,13259,1,32.3474,36.2073,110km/h,-121,7.000000
Floating,16:58:57.76,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,16:59:27.77,13259,1,32.3474,36.2073,110km/h,-117,7.000000
Floating,16:59:57.79,13259,1,32.3474,36.2073,110km/h,-116,12.000000
Floating,17:00:27.80,13259,1,32.3474,36.2073,110km/h,-122,7.000000
Floating,17:00:57.81,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:01:27.83,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:01:57.84,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:02:27.85,13259,1,32.3474,36.2073,110km/h,-119,11.000000
Floating,17:02:57.87,13259,1,32.3474,36.2073,110km/h,-118,11.000000
Floating,17:03:27.88,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,17:03:57.89,13259,1,32.3474,36.2073,110km/h,-115,12.000000
Floating,17:04:28.11,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:04:58.08,13259,1,32.3474,36.2073,110km/h,-115,12.000000
Floating,17:05:27.29,13259,1,32.3474,36.2073,110km/h,-115,11.000000
Floating,17:05:57.96,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:06:27.08,13259,1,32.3474,36.2073,110km/h,-113,11.000000
Floating,17:06:57.10,13259,1,32.3474,36.2073,,-112,8.000000
Floating,17:07:27.95,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:07:57.88,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,17:08:26.47,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,8.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-111,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,11.000000
Floating,17:08:54.93,13259,,,,,,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-115,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-117,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-117,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-113,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-113,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-122,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-117,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,13.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-112,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-113,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-120,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-113,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-115,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-118,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-115,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,8.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-116,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-112,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,8.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,,-120,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-117,11.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-121,8.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-117,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-117,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-121,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-121,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-119,12.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-118,7.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110km/h,-121,8.000000
Floating,17:08:54.93,13259,1,32.3474,36.2073,110kmo`vrssi,,7.000000
